team_num, team_name, num_matches, tot_auto_left, tot_auto_center, tot_auto_right, tot_auto_cross, tot_auto_pyramid_intake, avg_auto_pyramid_intake, tot_auto_unprotected_intake, avg_auto_unprotected_intake, perc_auto_near_switch_made, avg_auto_near_switch_made, avg_auto_near_switch_attempts, tot_auto_near_switch_made, tot_auto_near_switch_attempts, perc_auto_scale_high_made, avg_auto_scale_high_made, avg_auto_scale_high_attempts, tot_auto_scale_high_made, tot_auto_scale_high_attempts, avg_tele_scale_high_missed, perc_auto_scale_low_made, avg_auto_scale_low_made, avg_auto_scale_low_attempts, tot_auto_scale_low_made, tot_auto_scale_low_attempts, avg_tele_scale_low_missed, perc_auto_exchange_made, avg_auto_exchange_made, avg_auto_exchange_attempts, tot_auto_exchange_made, tot_auto_exchange_attempts, tot_tele_intake, avg_tele_intake, max_tele_intake, tot_tele_floor_intake, avg_tele_floor_intake, perc_tele_portal_intake_made, avg_tele_portal_intake_made, avg_tele_portal_intake_attempts, tot_tele_portal_intake_made, tot_tele_portal_intake_attempts, tot_tele_pyramid_intake, avg_tele_pyramid_intake, tot_tele_unprotected_intake, avg_tele_unprotected_intake, perc_tele_near_switch_made, avg_tele_near_switch_made, avg_tele_near_switch_attempts, tot_tele_near_switch_made, tot_tele_near_switch_attempts, perc_tele_far_switch_made, avg_tele_far_switch_made, avg_tele_far_switch_attempts, tot_tele_far_switch_made, tot_tele_far_switch_attempts, perc_tele_scale_high_made, avg_tele_scale_high_made, avg_tele_scale_high_attempts, tot_tele_scale_high_made, tot_tele_scale_high_attempts, perc_tele_scale_low_made, avg_tele_scale_low_made, avg_tele_scale_low_attempts, tot_tele_scale_low_made, tot_tele_scale_low_attempts, perc_tele_exchange_made, avg_tele_exchange_made, avg_tele_exchange_attempts, tot_tele_exchange_made, tot_tele_exchange_attempts, tot_tele_cubes_scored, avg_tele_cubes_scored, max_tele_cubes_scored, tot_tele_knockouts, avg_tele_knockouts, avg_tele_cubes_descored, tot_tele_cubes_dropped, avg_tele_cubes_dropped, max_tele_highest_level, frq_tele_highest_level, tot_tele_orderly, perc_tele_climb, tot_tele_climb, tot_tele_climb_attempts, perc_tele_plus_one, tot_tele_plus_one, tot_tele_plus_one_attempts, perc_tele_plus_two, tot_tele_plus_two, tot_tele_plus_two_attempts, tot_tele_climb_assisted, tot_tele_platform, avg_tele_pyramid_scale_cycle, avg_tele_pyramid_near_switch_cycle, avg_tele_pyramid_far_switch_cycle, avg_tele_pyramid_exchange_cycle, avg_tele_unprotected_scale_cycle, avg_tele_unprotected_near_switch_cycle, avg_tele_unprotected_far_switch_cycle, avg_tele_unprotected_exchange_cycle, avg_tele_portal_scale_cycle, avg_tele_portal_near_switch_cycle, avg_tele_portal_far_switch_cycle, avg_tele_portal_exchange_cycle, avg_tele_floor_scale_cycle, avg_tele_floor_near_switch_cycle, avg_tele_floor_far_switch_cycle, avg_tele_floor_exchange_cycle, tot_tele_pyramid_scale_cycle, tot_tele_pyramid_near_switch_cycle, tot_tele_pyramid_far_switch_cycle, tot_tele_pyramid_exchange_cycle, tot_tele_unprotected_scale_cycle, tot_tele_unprotected_near_switch_cycle, tot_tele_unprotected_far_switch_cycle, tot_tele_unprotected_exchange_cycle, tot_tele_portal_scale_cycle, tot_tele_portal_near_switch_cycle, tot_tele_portal_far_switch_cycle, tot_tele_portal_exchange_cycle, tot_tele_floor_scale_cycle, tot_tele_floor_near_switch_cycle, tot_tele_floor_far_switch_cycle, tot_tele_floor_exchange_cycle, max_tele_pyramid_scale_cycle, max_tele_pyramid_near_switch_cycle, max_tele_pyramid_far_switch_cycle, max_tele_pyramid_exchange_cycle, max_tele_unprotected_scale_cycle, max_tele_unprotected_near_switch_cycle, max_tele_unprotected_far_switch_cycle, max_tele_unprotected_exchange_cycle, max_tele_portal_scale_cycle, max_tele_portal_near_switch_cycle, max_tele_portal_far_switch_cycle, max_tele_portal_exchange_cycle, max_tele_floor_scale_cycle, max_tele_floor_near_switch_cycle, max_tele_floor_far_switch_cycle, max_tele_floor_exchange_cycle, avg_driver_rating, avg_defense_rating, alliance_rating
1619, Up-A-Creek Robotics, 11, 4, 7, 0, 11, 5, 0.455, 6, 0.545, 100.008, 1.091, 1.091, 12, 12, 66.667, 0.545, 0.818, 6, 9, 0.545, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 7.364, 9, 16, 1.455, 100, 1, 1, 11, 11, 9, 0.818, 45, 4.091, 100, 0.364, 0.364, 4, 4, 89.474, 1.545, 1.727, 17, 19, 80.645, 2.273, 2.818, 25, 31, 100, 2.091, 2.091, 23, 23, 100, 0.545, 0.545, 6, 6, 75, 6.818, 8, 1, 0.091, 0, 0, 0, 22, 4, 0, 90, 9, 10, 87.5, 7, 8, 0, 0, 0, 0, 0, 0, 2.667, 0, 4.6, 5.572, 3, 3.438, 0, 7.25, 0, 3, 7, 5.567, 4.5, 3.5, 0, 0, 4, 0, 5, 35, 1, 13, 0, 5, 0, 3, 1, 10, 2, 2, 0, 0, 3, 0, 5, 7, 1, 6, 0, 2, 0, 2, 1, 3, 2, 1, 0, 4, 3, 14.182
1648, G3 Robotics, 10, 2, 4, 4, 10, 0, 0, 0, 0, 100, 0.4, 0.4, 4, 4, 100, 0.4, 0.4, 4, 4, 0, 0, 0, 0, 0, 0, 0.5, 0, 0, 0, 0, 0, 87, 8.7, 13, 23, 2.3, 20, 0.1, 0.5, 1, 5, 24, 2.4, 39, 3.9, 100, 1.3, 1.3, 13, 13, 100, 0.9, 0.9, 9, 9, 100, 0.3, 0.3, 3, 3, 86.111, 3.1, 3.6, 31, 36, 95.238, 2, 2.1, 20, 21, 76, 7.6, 14, 7, 0.7, 0, 0, 0, 11, 1, 0, 50, 1, 2, 0, 0, 0, 0, 0, 0, 0, 2, 6.5, 2.75, 15, 5.542, 6.2, 4.75, 5, 58, 0, 0, 6, 10, 8.5, 0, 6, 3.5, 7, 5, 1, 17, 21, 8, 4, 1, 0, 0, 2, 1, 6, 0, 2, 2, 4, 3, 1, 8, 6, 4, 3, 1, 0, 0, 2, 1, 2, 0, 1, 2, 3.3, 1, 16.3
1678, Citrus Circuits, 10, 5, 4, 1, 10, 4, 0.4, 10, 1, 72.727, 0.8, 1.1, 8, 11, 71.429, 1, 1.4, 10, 14, 0.2, 0, 0, 0, 0, 0, 0.2, 0, 0, 0, 0, 0, 78, 7.8, 9, 18, 1.8, 80, 0.8, 1, 8, 10, 14, 1.4, 38, 3.8, 100, 0.9, 0.9, 9, 9, 100, 1.3, 1.3, 13, 13, 90.476, 1.9, 2.1, 19, 21, 93.75, 3, 3.2, 30, 32, 100, 0.3, 0.3, 3, 3, 74, 7.4, 9, 3, 0.3, 0, 0, 0, 22, 3, 0, 100, 9, 9, 100, 9, 9, 0, 0, 0, 0, 0, 9, 5, 0, 3.5, 5.552, 5, 9.75, 0, 7, 15, 3.167, 25, 6.833, 5, 3, 0, 2, 3, 0, 2, 37, 1, 3, 0, 3, 1, 4, 1, 10, 2, 5, 0, 1, 3, 0, 2, 6, 1, 2, 0, 1, 1, 3, 1, 4, 2, 3, 0, 4.6, 0, 15.2
1700, Gatorbotics, 10, 3, 0, 7, 10, 0, 0, 0, 0, 100, 0.1, 0.1, 1, 1, 50, 0.1, 0.2, 1, 2, 0, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 37, 3.7, 6, 15, 1.5, 50, 0.2, 0.4, 2, 4, 18, 1.8, 2, 0.2, 44.444, 0.4, 0.9, 4, 9, 75, 0.3, 0.4, 3, 4, 100, 0.1, 0.1, 1, 1, 75, 0.3, 0.4, 3, 4, 100, 1.9, 1.9, 19, 19, 30, 3, 6, 4, 0.4, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 4.5, 0, 13.048, 0, 0, 6, 0, 0, 0, 20, 0, 15, 13, 0, 10.5, 1, 4, 0, 14, 0, 0, 1, 0, 0, 0, 2, 0, 1, 1, 0, 2, 1, 2, 0, 3, 0, 0, 1, 0, 0, 0, 2, 0, 1, 1, 0, 1, 2.1, 2, 6.7
1723, The FBI - FIRST Bots of Independence, 10, 4, 4, 2, 10, 2, 0.2, 1, 0.1, 71.429, 0.5, 0.7, 5, 7, 33.333, 0.1, 0.3, 1, 3, 0.2, 0, 0, 0, 0, 0, 0.2, 0, 0, 0, 0, 0, 62, 6.2, 8, 19, 1.9, 87.5, 0.7, 0.8, 7, 8, 6, 0.6, 30, 3, 100, 0.6, 0.6, 6, 6, 81.818, 0.9, 1.1, 9, 11, 88.235, 1.5, 1.7, 15, 17, 90, 1.8, 2, 18, 20, 100, 0.4, 0.4, 4, 4, 52, 5.2, 9, 7, 0.7, 0, 0, 0, 22, 1, 0, 100, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 21, 3, 0, 5, 5.017, 6.667, 5.334, 21.5, 9.667, 0, 0, 0, 6.4, 6, 3.8, 10, 4, 1, 0, 1, 20, 3, 4, 2, 3, 0, 0, 0, 6, 2, 5, 2, 2, 1, 0, 1, 5, 1, 3, 2, 3, 0, 0, 0, 2, 1, 5, 1, 3.5, 2, 11.4
1868, Space Cookies, 10, 3, 2, 5, 8, 0, 0, 0, 0, 100, 0.1, 0.1, 1, 1, 75, 0.3, 0.4, 3, 4, 0.1, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 36, 3.6, 8, 3, 0.3, 100, 0.4, 0.4, 4, 4, 14, 1.4, 15, 1.5, 85.714, 0.6, 0.7, 6, 7, 100, 0.2, 0.2, 2, 2, 90.909, 1, 1.1, 10, 11, 90, 0.9, 1, 9, 10, 100, 0.9, 0.9, 9, 9, 36, 3.6, 7, 4, 0.4, 0, 0, 0, 11, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 13.5, 7.333, 0, 9, 11.95, 5, 12, 9, 9.5, 0, 6, 20, 9.5, 0, 0, 8.6, 4, 3, 0, 2, 11, 1, 1, 1, 2, 0, 1, 1, 2, 0, 0, 5, 2, 3, 0, 1, 4, 1, 1, 1, 2, 0, 1, 1, 1, 0, 0, 5, 2.6, 0, 7.2
1982, Cougar Robotics, 10, 2, 7, 1, 10, 1, 0.1, 0, 0, 100, 0.6, 0.6, 6, 6, 0, 0, 0.2, 0, 2, 0.1, 0, 0, 0, 0, 0, 0.7, 0, 0, 0, 0, 0, 70, 7, 14, 26, 2.6, 100, 0.7, 0.7, 7, 7, 20, 2, 17, 1.7, 100, 0.2, 0.2, 2, 2, 86.667, 1.3, 1.5, 13, 15, 95, 1.9, 2, 19, 20, 68.182, 1.5, 2.2, 15, 22, 100, 1.3, 1.3, 13, 13, 62, 6.2, 12, 1, 0.1, 0, 0, 0, 22, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9.111, 4, 22, 4.143, 6.533, 0, 10, 0, 0, 0, 7.767, 0, 7.7, 0, 14, 0, 5, 1, 1, 7, 13, 0, 2, 0, 0, 0, 10, 0, 15, 0, 1, 0, 3, 1, 1, 7, 4, 0, 2, 0, 0, 0, 3, 0, 8, 0, 1, 0, 3.5, 2, 13.2
2367, Lancer Robotics, 10, 2, 3, 5, 10, 0, 0, 0, 0, 83.333, 0.5, 0.6, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 7.7, 11, 7, 0.7, 66.667, 0.2, 0.3, 2, 3, 63, 6.3, 5, 0.5, 51.852, 1.4, 2.7, 14, 27, 100, 0.6, 0.6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 5.7, 5.7, 57, 57, 77, 7.7, 11, 2, 0.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 5.917, 9, 4.788, 0, 11.25, 25.5, 22, 0, 0, 12, 0, 0, 5, 0, 3.667, 0, 7, 2, 54, 0, 3, 2, 1, 0, 0, 1, 0, 0, 3, 0, 3, 0, 2, 1, 9, 0, 2, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 3.6, 3, 15.4
2403, Plasma Robotics, 10, 1, 9, 0, 10, 9, 0.9, 0, 0, 95, 1.9, 2, 19, 20, 0, 0, 0, 0, 0, 0.2, 0, 0, 0, 0, 0, 0.3, 0, 0, 0.1, 0, 1, 61, 6.1, 8, 12, 1.2, 88.889, 0.8, 0.9, 8, 9, 18, 1.8, 23, 2.3, 100, 0.1, 0.1, 1, 1, 69.231, 0.9, 1.3, 9, 13, 83.333, 1, 1.2, 10, 12, 83.333, 1.5, 1.8, 15, 18, 100, 1.4, 1.4, 14, 14, 49, 4.9, 8, 2, 0.2, 0, 0, 0, 22, 1, 0, 75, 3, 4, 100, 1, 1, 0, 0, 0, 0, 2, 13.5, 0, 12, 5.208, 7.96, 0, 18, 25, 10, 0, 8, 0, 8, 0, 9.2, 0, 2, 0, 1, 13, 17, 0, 2, 1, 1, 0, 2, 0, 1, 0, 9, 0, 1, 0, 1, 8, 7, 0, 1, 1, 1, 0, 1, 0, 1, 0, 4, 0, 3.3, 2, 11
2840, Blue Tide, 10, 2, 0, 8, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 3.2, 7, 15, 1.5, 0, 0, 0, 0, 0, 17, 1.7, 0, 0, 100, 1.4, 1.4, 14, 14, 100, 0.2, 0.2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 2.2, 2.2, 22, 22, 38, 3.8, 8, 3, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 10.667, 0, 8.683, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 22.5, 20.6, 0, 4, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 8, 0, 2, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 3, 2.3, 3, 7
2905, Sultans of Turkiye, 9, 3, 3, 3, 8, 0, 0, 0, 0, 66.6, 0.222, 0.333, 2, 3, 0, 0, 0, 0, 0, 0.111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 2.444, 5, 4, 0.444, 0, 0, 0, 0, 0, 16, 1.778, 2, 0.222, 60, 0.333, 0.556, 3, 5, 100, 0.222, 0.222, 2, 2, 50, 0.111, 0.222, 1, 2, 100, 0.444, 0.444, 4, 4, 100, 1.222, 1.222, 11, 11, 21, 2.333, 4, 1, 0.111, 0, 0, 0, 11, 1, 0, 50, 1, 2, 0, 0, 0, 0, 0, 0, 0, 2, 15, 4, 0, 11.125, 21, 8, 20, 0, 0, 0, 11, 0, 11, 6, 0, 0, 3, 1, 0, 10, 2, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 3, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 2.222, 3, 4.777
2980, The Whidbey Island Wild Cats, 10, 3, 3, 4, 9, 0, 0, 0, 0, 100, 0.1, 0.1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 1.2, 3, 4, 0.4, 100, 0.2, 0.2, 2, 2, 4, 0.4, 2, 0.2, 85.714, 0.6, 0.7, 6, 7, 100, 0.1, 0.1, 1, 1, 0, 0, 0, 0, 0, 100, 0.2, 0.2, 2, 2, 85.714, 0.6, 0.7, 6, 7, 15, 1.5, 4, 1, 0.1, 0, 0, 0, 1, 3, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 9.833, 19, 0, 0, 0, 0, 0, 7, 16, 0, 9.5, 0, 9.5, 0, 0, 0, 4, 2, 0, 0, 0, 0, 0, 1, 1, 0, 2, 0, 2, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 2, 2.7, 3, 2.7
3128, Aluminum Narwhals, 10, 1, 9, 0, 9, 6, 0.6, 0, 0, 80, 1.2, 1.5, 12, 15, 0, 0, 0, 0, 0, 0.8, 0, 0, 0, 0, 0, 0.2, 0, 0, 0, 0, 0, 53, 5.3, 8, 10, 1, 100, 0.6, 0.6, 6, 6, 17, 1.7, 20, 2, 100, 0.5, 0.5, 5, 5, 100, 0.5, 0.5, 5, 5, 65.217, 1.5, 2.3, 15, 23, 87.5, 1.4, 1.6, 14, 16, 100, 1.7, 1.7, 17, 17, 56, 5.6, 9, 3, 0.3, 0, 0, 0, 11, 2, 0, 100, 6, 6, 100, 2, 2, 0, 0, 0, 0, 1, 10, 2.5, 2, 4.333, 4.683, 6, 4.5, 0, 7.667, 0, 0, 0, 5.445, 0, 3.5, 4, 1, 2, 1, 16, 23, 1, 2, 0, 3, 0, 0, 0, 11, 0, 2, 1, 1, 2, 1, 6, 5, 1, 2, 0, 3, 0, 0, 0, 3, 0, 2, 1, 3.5, 2, 10.9
3140, Flagship, 10, 5, 3, 2, 9, 1, 0.1, 0, 0, 66.667, 0.4, 0.6, 4, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0, 0, 0, 0, 0, 57, 5.7, 10, 5, 0.5, 100, 0.1, 0.1, 1, 1, 35, 3.5, 16, 1.6, 100, 0.3, 0.3, 3, 3, 100, 0.3, 0.3, 3, 3, 100, 0.6, 0.6, 6, 6, 80, 0.8, 1, 8, 10, 100, 3.4, 3.4, 34, 34, 54, 5.4, 10, 5, 0.5, 0, 0, 0, 11, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12, 6, 0, 4.737, 8.642, 12, 9, 6.4, 0, 0, 7, 0, 13, 5, 8, 0, 1, 1, 0, 26, 11, 1, 3, 5, 0, 0, 1, 0, 2, 1, 1, 0, 1, 1, 0, 10, 5, 1, 1, 5, 0, 0, 1, 0, 2, 1, 1, 0, 3.1, 2.667, 11.1
3158, TECBOT, 9, 3, 3, 3, 7, 0, 0, 0, 0, 100.08, 0.556, 0.556, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 5.111, 10, 6, 0.667, 0, 0, 0, 0, 0, 29, 3.222, 11, 1.222, 90.909, 1.111, 1.222, 10, 11, 100, 1, 1, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91.667, 2.444, 2.667, 22, 24, 41, 4.556, 10, 3, 0.333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3.556, 0, 6.861, 0, 3.5, 8.778, 6.5, 0, 0, 0, 0, 0, 6, 7.5, 9.5, 0, 5, 0, 17, 0, 4, 6, 2, 0, 0, 0, 0, 0, 1, 3, 2, 0, 3, 0, 6, 0, 2, 3, 1, 0, 0, 0, 0, 0, 1, 2, 1, 2.222, 0, 9.667
3164, Stealth Tigers, 10, 3, 2, 5, 10, 0, 0, 0, 0, 75, 0.3, 0.4, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 7.6, 11, 21, 2.1, 90.909, 1, 1.1, 10, 11, 7, 0.7, 38, 3.8, 78.571, 1.1, 1.4, 11, 14, 85, 5.1, 6, 51, 60, 0, 0, 0, 0, 0, 100, 0.1, 0.1, 1, 1, 50, 0.1, 0.2, 1, 2, 64, 6.4, 11, 9, 0.9, 0, 0, 0, 1, 1, 0, 50, 2, 4, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2.5, 7, 6, 3, 0, 4.385, 0, 0, 0, 5.767, 0, 0, 4.778, 5.45, 0, 0, 4, 1, 1, 1, 0, 36, 0, 0, 0, 11, 0, 0, 5, 11, 0, 0, 3, 1, 1, 1, 0, 6, 0, 0, 0, 3, 0, 0, 3, 4, 0, 3, 0, 14
3309, Friarbots, 10, 2, 4, 4, 10, 2, 0.2, 1, 0.1, 20, 0.1, 0.5, 1, 5, 60, 0.3, 0.5, 3, 5, 0, 0, 0, 0, 0, 0, 0.4, 0, 0, 0, 0, 0, 80, 8, 10, 17, 1.7, 93.75, 1.5, 1.6, 15, 16, 5, 0.5, 43, 4.3, 100, 0.3, 0.3, 3, 3, 95.652, 2.2, 2.3, 22, 23, 0, 0, 0, 0, 0, 91.489, 4.3, 4.7, 43, 47, 100, 0.1, 0.1, 1, 1, 69, 6.9, 10, 9, 0.9, 0, 0, 0, 2, 6, 0, 88.889, 8, 9, 100, 5, 5, 0, 0, 0, 0, 0, 6.333, 3, 0, 0, 4.782, 1.8, 5.556, 0, 12, 0, 4.133, 0, 4.917, 2, 4.111, 10, 3, 1, 0, 0, 29, 5, 5, 0, 1, 0, 11, 0, 9, 1, 6, 1, 1, 1, 0, 0, 8, 5, 3, 0, 1, 0, 5, 0, 4, 1, 3, 1, 3.8, 0, 14.9
3310, Black Hawk Robotics, 10, 2, 2, 6, 10, 1, 0.1, 7, 0.7, 100, 0.7, 0.7, 7, 7, 50, 0.4, 0.8, 4, 8, 0.2, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 76, 7.6, 10, 22, 2.2, 94.118, 1.6, 1.7, 16, 17, 2, 0.2, 36, 3.6, 100, 0.2, 0.2, 2, 2, 96.296, 2.6, 2.7, 26, 27, 66.667, 0.4, 0.6, 4, 6, 91.429, 3.2, 3.5, 32, 35, 100, 0.2, 0.2, 2, 2, 66, 6.6, 8, 7, 0.7, 0, 0, 0, 22, 1, 0, 87.5, 7, 8, 71.429, 5, 7, 0, 0, 0, 0, 1, 0, 3, 0, 4, 5.554, 0, 3.5, 0, 7.667, 0, 4.75, 0, 3.283, 0, 5.583, 0, 0, 1, 0, 1, 22, 0, 16, 0, 3, 0, 5, 0, 11, 0, 6, 0, 0, 1, 0, 1, 5, 0, 6, 0, 3, 0, 2, 0, 4, 0, 4, 0, 3.9, 0, 14.2
3472, Buluk, 10, 4, 1, 5, 7, 0, 0, 0, 0, 100, 0.1, 0.1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 34, 3.4, 8, 7, 0.7, 100, 0.2, 0.2, 2, 2, 19, 1.9, 6, 0.6, 100, 0.5, 0.5, 5, 5, 100, 0.1, 0.1, 1, 1, 100, 0.3, 0.3, 3, 3, 66.667, 0.2, 0.3, 2, 3, 100, 3, 3, 30, 30, 41, 4.1, 9, 2, 0.2, 0, 0, 0, 11, 2, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 7, 0, 6, 0, 6.683, 10.75, 8.333, 13, 8, 0, 10, 15, 0, 16, 0, 0, 29.5, 0, 4, 0, 17, 5, 3, 1, 1, 0, 1, 1, 0, 1, 0, 0, 2, 0, 4, 0, 6, 2, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 2.2, 0, 7.5
3473, Team Sprocket, 10, 3, 2, 4, 8, 0, 0, 0, 0, 75, 0.3, 0.4, 3, 4, 75, 0.3, 0.4, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 3.2, 7, 6, 0.6, 100, 0.2, 0.2, 2, 2, 13, 1.3, 11, 1.1, 100, 0.2, 0.2, 2, 2, 100, 0.2, 0.2, 2, 2, 100, 0.6, 0.6, 6, 6, 100, 0.3, 0.3, 3, 3, 92.308, 1.2, 1.3, 12, 13, 25, 2.5, 5, 2, 0.2, 0, 0, 0, 11, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 0, 5.625, 7, 0, 9.5, 0, 0, 0, 0, 0, 6, 0, 0, 4, 1, 1, 0, 8, 5, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 4, 2, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1.9, 3.5, 5.7
3481, Bronc Botz, 8, 0, 7, 1, 8, 1, 0.125, 0, 0, 100, 0.875, 0.875, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.125, 0, 0, 0, 0, 0, 61, 7.625, 10, 18, 2.25, 100, 1.25, 1.25, 10, 10, 17, 2.125, 16, 2, 71.429, 0.625, 0.875, 5, 7, 94.118, 2, 2.125, 16, 17, 100, 0.5, 0.5, 4, 4, 93.75, 1.875, 2, 15, 16, 100, 1.625, 1.625, 13, 13, 53, 6.625, 10, 3, 0.375, 0, 0, 0, 11, 2, 0, 100, 4, 4, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3.5, 0, 4.192, 9.705, 0, 11.111, 0, 8, 0, 6.3, 3, 5.833, 9.5, 7.925, 8, 0, 2, 0, 17, 15, 0, 5, 0, 3, 0, 7, 1, 4, 4, 3, 1, 0, 1, 0, 8, 5, 0, 3, 0, 2, 0, 5, 1, 2, 2, 2, 1, 3.25, 0, 14.25
3501, Firebots, 10, 2, 6, 2, 9, 0, 0, 0, 0, 100, 0.6, 0.6, 6, 6, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 66, 6.6, 12, 14, 1.4, 100, 0.3, 0.3, 3, 3, 40, 4, 9, 0.9, 91.667, 1.1, 1.2, 11, 12, 0, 0, 0, 0, 0, 76.923, 1, 1.3, 10, 13, 62.5, 0.5, 0.8, 5, 8, 97.059, 3.3, 3.4, 33, 34, 59, 5.9, 11, 1, 0.1, 0, 0, 0, 11, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12.5, 3.633, 0, 13.257, 5, 5, 0, 0, 0, 0, 0, 0, 6.444, 6, 0, 7, 4, 8, 0, 32, 6, 2, 0, 0, 0, 0, 0, 0, 11, 1, 0, 4, 2, 5, 0, 9, 2, 1, 0, 0, 0, 0, 0, 0, 4, 1, 0, 1, 2.7, 2, 12.5
3737, Roto-Raptors, 10, 6, 3, 1, 10, 2, 0.2, 0, 0, 100, 0.4, 0.4, 4, 4, 50, 0.2, 0.4, 2, 4, 0.4, 0, 0, 0, 0, 0, 0.2, 0, 0, 0, 0, 0, 44, 4.4, 7, 4, 0.4, 100, 0.4, 0.4, 4, 4, 11, 1.1, 25, 2.5, 100, 0.8, 0.8, 8, 8, 90.909, 1, 1.1, 10, 11, 66.667, 0.8, 1.2, 8, 12, 81.818, 0.9, 1.1, 9, 11, 100, 0.8, 0.8, 8, 8, 43, 4.3, 7, 0, 0, 0, 0, 0, 22, 1, 0, 100, 7, 7, 0, 0, 0, 0, 0, 0, 0, 2, 11.75, 8.5, 0, 5.667, 8.214, 6, 13.694, 0, 13.5, 0, 0, 0, 5.5, 0, 6, 0, 3, 3, 0, 7, 14, 3, 8, 0, 2, 0, 0, 0, 2, 0, 1, 0, 2, 2, 0, 6, 4, 2, 4, 0, 1, 0, 0, 0, 1, 0, 1, 0, 3.1, 2, 8.7
